Ngram,Frequency
"('produce', 'goods', 'and')",1
"('goods', 'and', 'services')",1
"('and', 'services', 'for')",1
"('services', 'for', 'agencies')",1
"('for', 'agencies', 'of')",1
"('agencies', 'of', 'the')",1
"('governor', 'phil', 'bryant')",1
"('phil', 'bryant', 'mississippis')",1
"('bryant', 'mississippis', 'th')",1
"('mississippis', 'th', 'governor')",1
"('th', 'governor', 'note')",1
"('governor', 'morehead', 'school')",1
"('morehead', 'school', 'for')",1
"('office', 'of', 'group')",1
"('of', 'group', 'benefits')",1
"('group', 'benefits', 'state')",1
"('benefits', 'state', 'of')",1
"('georgia', 'student', 'finance')",1
"('student', 'finance', 'commission')",1
"('guam', 'attorney', 'general')",1
"('guam', 'legislature', 'note')",1
"('guam', 'department', 'of')",1
"('of', 'revenue', 'and')",1
"('revenue', 'and', 'taxation')",1
"('and', 'taxation', 'note')",1
"('taxation', 'note', 'added')",1
"('of', 'the', 'washington')",1
"('the', 'washington', 'dairy')",1
"('washington', 'dairy', 'products')",1
"('dairy', 'products', 'commission')",1
"('products', 'commission', 'note')",1
"('hawaii', 'state', 'department')",1
"('village', 'of', 'hoffman')",1
"('of', 'hoffman', 'estates')",1
"('hoffman', 'estates', 'il')",1
"('estates', 'il', 'note')",1
"('il', 'note', 'added')",1
"('minnesota', 'house', 'of')",1
"('house', 'of', 'representatives')",1
"('of', 'representatives', 'note')",1
"('representatives', 'note', 'added')",1
"('historical', 'society', 'of')",1
"('society', 'of', 'new')",1
"('michigan', 'state', 'humanities')",1
"('state', 'humanities', 'and')",1
"('humanities', 'and', 'social')",1
"('social', 'services', 'online')",1
"('services', 'online', 'note')",1
"('online', 'note', 'added')",1
"('high', 'technology', 'development')",1
"('technology', 'development', 'corporation')",1
"('development', 'corporation', 'htdc')",1
"('corporation', 'htdc', 'is')",1
"('htdc', 'is', 'a')",1
"('is', 'a', 'state')",1
"('state', 'agency', 'established')",1
"('agency', 'established', 'by')",1
"('established', 'by', 'the')",1
"('by', 'the', 'hawaii')",1
"('the', 'hawaii', 'state')",1
"('hawaii', 'state', 'legislature')",1
"('in', 'to', 'facilitate')",1
"('to', 'facilitate', 'the')",1
"('facilitate', 'the', 'development')",1
"('the', 'development', 'and')",1
"('development', 'and', 'growth')",1
"('and', 'growth', 'of')",1
"('growth', 'of', 'hawaiis')",1
"('of', 'hawaiis', 'commercial')",1
"('hawaiis', 'commercial', 'high')",1
"('commercial', 'high', 'technology')",1
"('high', 'technology', 'industry')",1
"('technology', 'industry', 'note')",1
"('nc', 'health', 'and')",1
"('health', 'and', 'wellness')",1
"('and', 'wellness', 'trust')",1
"('wellness', 'trust', 'fund')",1
"('iowa', 'lottery', 'note')",1
"('university', 'of', 'nebraska')",1
"('of', 'nebraska', 'lincoln')",1
"('nebraska', 'lincoln', 'extension')",1
"('lincoln', 'extension', 'publications')",1
"('idaho', 'army', 'national')",1
"('idaho', 'lottery', 'note')",1
"('ideal', 'idaho', 'college')",1
"('idaho', 'college', 'savings')",1
"('college', 'savings', 'program')",1
"('savings', 'program', 'note')",1
"('benefits', 'portal', 'httpwwwingovfssa')",1
"('portal', 'httpwwwingovfssa', 'indiana')",1
"('httpwwwingovfssa', 'indiana', 'family')",1
"('indiana', 'family', 'and')",1
"('family', 'and', 'social')",1
"('social', 'services', 'administration')",1
"('services', 'administration', 'note')",1
"('of', 'the', 'illinois')",1
"('the', 'illinois', 'state')",1
"('illinois', 'state', 'treasurer')",1
"('illinois', 'lottery', 'note')",1
"('for', 'new', 'york')",1
"('inclusive', 'health', 'north')",1
"('health', 'north', 'carolina')",1
"('north', 'carolina', 'health')",1
"('carolina', 'health', 'insurance')",1
"('health', 'insurance', 'risk')",1
"('insurance', 'risk', 'pool')",1
"('risk', 'pool', 'inc')",1
"('pool', 'inc', 'note')",1
"('inc', 'note', 'added')",1
"('washington', 'is', 'hereby')",1
"('is', 'hereby', 'created')",1
"('hereby', 'created', 'as')",1
"('created', 'as', 'a')",1
"('state', 'agency', 'exercising')",1
"('agency', 'exercising', 'public')",1
"('exercising', 'public', 'and')",1
"('public', 'and', 'essential')",1
"('and', 'essential', 'governmental')",1
"('essential', 'governmental', 'functions')",1
"('governmental', 'functions', 'innovate')",1
"('functions', 'innovate', 'washington')",1
"('washington', 'is', 'created')",1
"('is', 'created', 'as')",1
"('created', 'as', 'the')",1
"('as', 'the', 'successor')",1
"('the', 'successor', 'to')",1
"('successor', 'to', 'the')",1
"('to', 'the', 'washington')",1
"('the', 'washington', 'technology')",1
"('washington', 'technology', 'center')",1
"('technology', 'center', 'and')",1
"('center', 'and', 'the')",1
"('and', 'the', 'spokane')",1
"('the', 'spokane', 'intercollegiate')",1
"('spokane', 'intercollegiate', 'research')",1
"('intercollegiate', 'research', 'and')",1
"('research', 'and', 'technology')",1
"('and', 'technology', 'institute')",1
"('technology', 'institute', 'sirti')",1
"('institute', 'sirti', 'see')",1
"('sirti', 'see', 'httpappslegwagovrcwdefaultaspxcitefulltrue')",1
"('see', 'httpappslegwagovrcwdefaultaspxcitefulltrue', 'note')",1
"('httpappslegwagovrcwdefaultaspxcitefulltrue', 'note', 'added')",1
"('guam', 'economic', 'development')",1
"('development', 'authority', 'geda')",1
"('authority', 'geda', 'web')",1
"('geda', 'web', 'site')",1
"('web', 'site', 'geda')",1
"('site', 'geda', 'is')",1
"('geda', 'is', 'an')",1
"('is', 'an', 'autonomous')",1
"('an', 'autonomous', 'agency')",1
"('autonomous', 'agency', 'of')",1
"('of', 'the', 'government')",1
"('the', 'government', 'of')",1
"('government', 'of', 'guam')",1
"('of', 'guam', 'and')",1
"('guam', 'and', 'a')",1
"('and', 'a', 'guam')",1
"('a', 'guam', 'public')",1
"('guam', 'public', 'corporation')",1
"('public', 'corporation', 'note')",1
"('montana', 'board', 'of')",1
"('board', 'of', 'investments')",1
"('of', 'investments', 'note')",1
"('investments', 'note', 'added')",1
"('iowa', 'economic', 'development')",1
"('iowa', 'tribe', 'of')",1
"('tribe', 'of', 'oklahoma')",1
"('of', 'oklahoma', 'perkins')",1
"('oklahoma', 'perkins', 'ok')",1
"('perkins', 'ok', 'note')",1
"('ok', 'note', 'added')",1
"('iowa', 'national', 'guard')",1
"('iowa', 'state', 'fair')",1
"('public', 'health', 'injury')",1
"('health', 'injury', 'and')",1
"('injury', 'and', 'violence')",1
"('and', 'violence', 'prevention')",1
"('violence', 'prevention', 'branch')",1
"('prevention', 'branch', 'youth')",1
"('branch', 'youth', 'suicide')",1
"('suicide', 'prevention', 'program')",1
"('prevention', 'program', 'works')",1
"('program', 'works', 'in')",1
"('works', 'in', 'collaboration')",1
"('with', 'the', 'north')",1
"('north', 'carolina', 'youth')",1
"('carolina', 'youth', 'suicide')",1
"('suicide', 'prevention', 'task')",1
"('task', 'force', 'to')",1
"('force', 'to', 'address')",1
"('to', 'address', 'youth')",1
"('address', 'youth', 'suicide')",1
"('suicide', 'prevention', 'in')",1
"('prevention', 'in', 'north')",1
"('new', 'jersey', 'history')",1
"('jersey', 'history', 'site')",1
"('history', 'site', 'note')",1
"('julian', 'f', 'keith')",1
"('f', 'keith', 'alcohol')",1
"('keith', 'alcohol', 'and')",1
"('alcohol', 'and', 'drug')",1
"('and', 'drug', 'abuse')",1
"('drug', 'abuse', 'treatment')",1
"('abuse', 'treatment', 'center')",1
"('treatment', 'center', 'jfk')",1
"('center', 'jfk', 'adatc')",1
"('jfk', 'adatc', 'operates')",1
"('adatc', 'operates', 'under')",1
"('operates', 'under', 'the')",1
"('under', 'the', 'authority')",1
"('the', 'authority', 'of')",1
"('authority', 'of', 'the')",1
"('north', 'carolina', 'through')",1
"('carolina', 'through', 'the')",1
"('through', 'the', 'division')",1
"('jobsjersey', 'nj', 'department')",1
"('unified', 'courts', 'of')",1
"('courts', 'of', 'guam')",1
"('of', 'guam', 'guam')",1
"('guam', 'guam', 'judiciary')",1
"('guam', 'judiciary', 'wwwjusticegovgu')",1
"('judiciary', 'wwwjusticegovgu', 'note')",1
"('wwwjusticegovgu', 'note', 'added')",1
"('justice', 'administration', 'commission')",1
"('administration', 'commission', 'the')",1
"('commission', 'the', 'justice')",1
"('the', 'justice', 'administrative')",1
"('justice', 'administrative', 'commission')",1
"('administrative', 'commission', 'jac')",1
"('commission', 'jac', 'created')",1
"('jac', 'created', 'in')",1
"('created', 'in', 'provides')",1
"('in', 'provides', 'administrative')",1
"('provides', 'administrative', 'services')",1
"('administrative', 'services', 'on')",1
"('services', 'on', 'behalf')",1
"('on', 'behalf', 'of')",1
"('behalf', 'of', 'judicial')",1
"('of', 'judicial', 'related')",1
"('judicial', 'related', 'entities')",1
"('related', 'entities', 'note')",1
"('entities', 'note', 'added')",1
"('kentucky', 'academic', 'advising')",1
"('academic', 'advising', 'association')",1
"('advising', 'association', 'note')",1
"('kansas', 'highway', 'patrol')",1
"('highway', 'patrol', 'note')",1
"('patrol', 'note', 'added')",1
"('kentucky', 'center', 'note')",1
"('kentucky', 'national', 'guard')",1
"('kentucky', 'housing', 'corp')",1
"('housing', 'corp', 'note')",1
"('corp', 'note', 'added')",1
"('kentucky', 'state', 'police')",1
"('state', 'police', 'note')",1
"('police', 'note', 'added')",1
"('site', 'for', 'kentucky')",1
"('for', 'kentucky', 'note')",1
"('kentucky', 'note', 'added')",1
"('kentucky', 'higher', 'education')",1
"('education', 'assistance', 'authority')",1
"('assistance', 'authority', 'note')",1
"('ky', 'legislature', 'note')",1
"('board', 'of', 'healing')",1
"('of', 'healing', 'arts')",1
"('healing', 'arts', 'note')",1
"('kansas', 'judicial', 'branch')",1
"('judicial', 'branch', 'note')",1
"('kansas', 'historical', 'society')",1
"('kansas', 'state', 'legislature')",1
"('state', 'legislature', 'note')",1
"('kansas', 'lottery', 'note')",1
"('of', 'state', 'state')",1
"('state', 'state', 'of')",1
"('state', 'of', 'kansas')",1
"('kentucky', 'department', 'of')",1
"('ky', 'convention', 'center')",1
"('kentucky', 'education', 'professional')",1
"('education', 'professional', 'standards')",1
"('professional', 'standards', 'board')",1
"('standards', 'board', 'note')",1
"('ky', 'expo', 'center')",1
"('expo', 'center', 'note')",1
"('kentucky', 'lottery', 'note')",1
"('ky', 'treasury', 'note')",1
"('treasury', 'note', 'added')",1
"('la', 'board', 'of')",1
"('examiners', 'of', 'nursing')",1
"('of', 'nursing', 'facility')",1
"('nursing', 'facility', 'administrators')",1
"('facility', 'administrators', 'note')",1
"('board', 'of', 'social')",1
"('of', 'social', 'work')",1
"('social', 'work', 'examiners')",1
"('work', 'examiners', 'note')",1
"('council', 'of', 'information')",1
"('of', 'information', 'services')",1
"('information', 'services', 'directors')",1
"('services', 'directors', 'for')",1
"('directors', 'for', 'louisiana')",1
"('examiners', 'of', 'certified')",1
"('of', 'certified', 'shorthand')",1
"('certified', 'shorthand', 'reporters')",1
"('shorthand', 'reporters', 'note')",1
"('reporters', 'note', 'added')",1
"('louisiana', 'developmental', 'disabilities')",1
"('developmental', 'disabilities', 'council')",1
"('disabilities', 'council', 'note')",1
"('louisiana', 'egg', 'commission')",1
"('egg', 'commission', 'louisiana')",1
"('commission', 'louisiana', 'department')",1
"('louisiana', 'department', 'of')",1
"('of', 'agriculture', 'forestry')",1
"('agriculture', 'forestry', 'note')",1
"('forestry', 'note', 'added')",1
"('louisiana', 'auctioneers', 'licensing')",1
"('auctioneers', 'licensing', 'board')",1
"('louisiana', 'professional', 'engineering')",1
"('professional', 'engineering', 'and')",1
"('engineering', 'and', 'land')",1
"('and', 'land', 'surveying')",1
"('land', 'surveying', 'board')",1
"('surveying', 'board', 'note')",1
"('louisiana', 'physical', 'therapy')",1
"('physical', 'therapy', 'board')",1
"('therapy', 'board', 'note')",1
"('louisiana', 'supreme', 'court')",1
"('supreme', 'court', 'note')",1
"('board', 'of', 'architectural')",1
"('of', 'architectural', 'examiners')",1
"('architectural', 'examiners', 'note')",1
"('louisiana', 'workforce', 'commission')",1
"('workforce', 'commission', 'laworks')",1
"('commission', 'laworks', 'note')",1
"('laworks', 'note', 'added')",1
"('examiners', 'in', 'dietetics')",1
"('in', 'dietetics', 'and')",1
"('dietetics', 'and', 'nutrition')",1
"('and', 'nutrition', 'note')",1
"('nutrition', 'note', 'added')",1
"('board', 'of', 'speech')",1
"('of', 'speech', 'language')",1
"('speech', 'language', 'pathology')",1
"('language', 'pathology', 'note')",1
"('pathology', 'note', 'added')",1
"('legislature', 'of', 'the')",1
"('league', 'of', 'kansas')",1
"('of', 'kansas', 'municipalities')",1
"('kansas', 'municipalities', 'note')",1
"('of', 'labor', 'licensing')",1
"('labor', 'licensing', 'and')",1
"('licensing', 'and', 'regulation')",1
"('and', 'regulation', 'note')",1
"('regulation', 'note', 'added')",1
"('league', 'of', 'minnesota')",1
"('of', 'minnesota', 'cities')",1
"('minnesota', 'cities', 'per')",1
"('cities', 'per', 'the')",1
"('per', 'the', 'about')",1
"('the', 'about', 'the')",1
"('about', 'the', 'league')",1
"('the', 'league', 'section')",1
"('league', 'section', 'of')",1
"('their', 'website', 'lmc')",1
"('website', 'lmc', 'is')",1
"('lmc', 'is', 'a')",1
"('is', 'a', 'membership')",1
"('a', 'membership', 'organization')",1
"('membership', 'organization', 'dedicated')",1
"('organization', 'dedicated', 'to')",1
"('dedicated', 'to', 'promoting')",1
"('to', 'promoting', 'excellence')",1
"('promoting', 'excellence', 'in')",1
"('excellence', 'in', 'local')",1
"('in', 'local', 'government')",1
"('local', 'government', 'note')",1
"('loteréa', 'electrénica', 'de')",1
"('electrénica', 'de', 'puerto')",1
"('de', 'puerto', 'rico')",1
"('puerto', 'rico', 'note')",1
"('rico', 'note', 'added')",1
"('louisiana', 'community', 'development')",1
"('community', 'development', 'authority')",1
"('louisiana', 'lottery', 'corporation')",1
"('lottery', 'corporation', 'note')",1
"('louisiana', 'seafood', 'board')",1
"('seafood', 'board', 'in')",1
"('board', 'in', 'the')",1
"('in', 'the', 'state')",1
"('of', 'louisiana', 'created')",1
"('louisiana', 'created', 'the')",1
"('created', 'the', 'louisiana')",1
"('the', 'louisiana', 'seafood')",1
"('louisiana', 'seafood', 'promotion')",1
"('seafood', 'promotion', 'marketing')",1
"('promotion', 'marketing', 'board')",1
"('marketing', 'board', 'for')",1
"('board', 'for', 'more')",1
"('for', 'more', 'information')",1
"('more', 'information', 'see')",1
"('information', 'see', 'httpswwwlegislagovlegisboardmembersaspxboardid')",1
"('see', 'httpswwwlegislagovlegisboardmembersaspxboardid', 'note')",1
"('httpswwwlegislagovlegisboardmembersaspxboardid', 'note', 'added')",1
"('louisiana', 'tax', 'free')",1
"('tax', 'free', 'shopping')",1
"('free', 'shopping', 'commission')",1
"('shopping', 'commission', 'note')",1
"('site', 'for', 'louisiana')",1
"('professional', 'counselors', 'board')",1
"('counselors', 'board', 'of')",1
"('police', 'jury', 'association')",1
"('jury', 'association', 'of')",1
"('association', 'of', 'louisiana')",1
"('llpvrc', 'board', 'of')",1
"('examiners', 'of', 'psychologists')",1
"('of', 'psychologists', 'note')",1
"('psychologists', 'note', 'added')",1
"('examiners', 'for', 'sanitarians')",1
"('for', 'sanitarians', 'note')",1
"('sanitarians', 'note', 'added')",1
"('examiners', 'of', 'interior')",1
"('of', 'interior', 'designers')",1
"('interior', 'designers', 'note')",1
"('designers', 'note', 'added')",1
"('board', 'of', 'private')",1
"('of', 'private', 'investigator')",1
"('private', 'investigator', 'examiners')",1
"('investigator', 'examiners', 'note')",1
"('board', 'of', 'practical')",1
"('of', 'practical', 'nurse')",1
"('practical', 'nurse', 'examiners')",1
"('nurse', 'examiners', 'note')",1
"('board', 'of', 'veterinary')",1
"('of', 'veterinary', 'medicine')",1
"('veterinary', 'medicine', 'note')",1
"('medicine', 'note', 'added')",1
"('board', 'of', 'drug')",1
"('of', 'drug', 'and')",1
"('drug', 'and', 'device')",1
"('and', 'device', 'distributors')",1
"('device', 'distributors', 'note')",1
"('distributors', 'note', 'added')",1
"('lsu', 'ag', 'center')",1
"('ag', 'center', 'note')",1
"('league', 'of', 'wisconsin')",1
"('of', 'wisconsin', 'municipalities')",1
"('wisconsin', 'municipalities', 'note')",1
"('maine', 'history', 'note')",1
"('maine', 'state', 'housing')",1
"('state', 'housing', 'authority')",1
"('housing', 'authority', 'note')",1
"('maine', 'state', 'lottery')",1
"('state', 'lottery', 'wwwmainelotterycom')",1
"('lottery', 'wwwmainelotterycom', 'note')",1
"('wwwmainelotterycom', 'note', 'added')",1
"('maine', 'turnpike', 'authority')",1
"('turnpike', 'authority', 'note')",1
"('comptroller', 'of', 'maryland')",1
"('mass', 'budget', 'policy')",1
"('budget', 'policy', 'center')",1
"('policy', 'center', 'note')",1
"('ma', 'cultural', 'council')",1
"('cultural', 'council', 'note')",1
"('mass', 'historical', 'society')",1
"('massachuetts', 'state', 'lottery')",1
"('site', 'for', 'massachusetts')",1
"('for', 'massachusetts', 'note')",1
"('massachusetts', 'note', 'added')",1
"('montana', 'bureau', 'of')",1
"('bureau', 'of', 'mines')",1
"('of', 'mines', 'and')",1
"('mines', 'and', 'geology')",1
"('and', 'geology', 'a')",1
"('geology', 'a', 'nonregulatory')",1
"('a', 'nonregulatory', 'state')",1
"('nonregulatory', 'state', 'agency')",1
"('state', 'agency', 'note')",1
"('maryland', 'traveller', 'information')",1
